Movement,"October 20, 2016 at 03:20PM",Motion Sensor
Closed,"October 20, 2016 at 03:20PM",Wireless Lab door
Movement,"October 20, 2016 at 03:20PM",Motion Sensor
Movement,"October 20, 2016 at 03:21PM",Motion Sensor
Movement,"October 20, 2016 at 03:23PM",Motion Sensor
Movement,"October 20, 2016 at 03:23PM",Motion Sensor
Movement,"October 20, 2016 at 03:24PM",Motion Sensor
Open,"October 20, 2016 at 03:24PM",Wireless Lab door
Closed,"October 20, 2016 at 03:24PM",Wireless Lab door
Open,"October 20, 2016 at 04:22PM",Wireless Lab door
Movement,"October 20, 2016 at 04:22PM",Motion Sensor
Closed,"October 20, 2016 at 04:22PM",Wireless Lab door
Movement,"October 20, 2016 at 04:24PM",Motion Sensor
Open,"October 20, 2016 at 04:24PM",Wireless Lab door
Closed,"October 20, 2016 at 04:24PM",Wireless Lab door
Open,"October 20, 2016 at 04:39PM",Wireless Lab door
Movement,"October 20, 2016 at 04:39PM",Motion Sensor
Closed,"October 20, 2016 at 04:39PM",Wireless Lab door
Movement,"October 20, 2016 at 04:41PM",Motion Sensor
Open,"October 20, 2016 at 04:42PM",Wireless Lab door
Closed,"October 20, 2016 at 04:42PM",Wireless Lab door
Movement,"October 20, 2016 at 04:43PM",Motion Sensor
Closed,"October 20, 2016 at 04:43PM",Wireless Lab door
Movement,"October 20, 2016 at 04:51PM",Motion Sensor
Open,"October 20, 2016 at 04:51PM",Wireless Lab door
Closed,"October 20, 2016 at 04:51PM",Wireless Lab door
Open,"October 20, 2016 at 05:09PM",Wireless Lab door
Movement,"October 20, 2016 at 05:09PM",Motion Sensor
Closed,"October 20, 2016 at 05:09PM",Wireless Lab door
Movement,"October 20, 2016 at 05:10PM",Motion Sensor
Movement,"October 20, 2016 at 05:13PM",Motion Sensor
Open,"October 20, 2016 at 05:13PM",Wireless Lab door
Closed,"October 20, 2016 at 05:13PM",Wireless Lab door
Movement,"October 20, 2016 at 05:13PM",Motion Sensor
Open,"October 20, 2016 at 05:14PM",Wireless Lab door
Closed,"October 20, 2016 at 05:14PM",Wireless Lab door
Movement,"October 20, 2016 at 05:15PM",Motion Sensor
Movement,"October 20, 2016 at 05:19PM",Motion Sensor
Movement,"October 20, 2016 at 05:20PM",Motion Sensor
Movement,"October 20, 2016 at 05:21PM",Motion Sensor
Movement,"October 20, 2016 at 05:21PM",Motion Sensor
Movement,"October 20, 2016 at 05:22PM",Motion Sensor
Movement,"October 20, 2016 at 05:22PM",Motion Sensor
Movement,"October 20, 2016 at 05:23PM",Motion Sensor
Movement,"October 20, 2016 at 05:23PM",Motion Sensor
Movement,"October 20, 2016 at 05:23PM",Motion Sensor
Open,"October 20, 2016 at 05:24PM",Wireless Lab door
Closed,"October 20, 2016 at 05:24PM",Wireless Lab door
Movement,"October 20, 2016 at 05:24PM",Motion Sensor
Movement,"October 20, 2016 at 05:25PM",Motion Sensor
Movement,"October 20, 2016 at 05:26PM",Motion Sensor
Open,"October 20, 2016 at 05:26PM",Wireless Lab door
Closed,"October 20, 2016 at 05:26PM",Wireless Lab door
Movement,"October 20, 2016 at 05:28PM",Motion Sensor
Movement,"October 20, 2016 at 05:29PM",Motion Sensor
Movement,"October 20, 2016 at 05:30PM",Motion Sensor
Movement,"October 20, 2016 at 05:31PM",Motion Sensor
Movement,"October 20, 2016 at 05:32PM",Motion Sensor
Movement,"October 20, 2016 at 05:35PM",Motion Sensor
Movement,"October 20, 2016 at 05:36PM",Motion Sensor
Open,"October 20, 2016 at 05:37PM",Wireless Lab door
Closed,"October 20, 2016 at 05:37PM",Wireless Lab door
Movement,"October 20, 2016 at 05:39PM",Motion Sensor
Movement,"October 20, 2016 at 05:41PM",Motion Sensor
Movement,"October 20, 2016 at 05:42PM",Motion Sensor
Movement,"October 20, 2016 at 05:43PM",Motion Sensor
Movement,"October 20, 2016 at 05:43PM",Motion Sensor
Movement,"October 20, 2016 at 05:44PM",Motion Sensor
Movement,"October 20, 2016 at 05:44PM",Motion Sensor
Movement,"October 20, 2016 at 05:45PM",Motion Sensor
Movement,"October 20, 2016 at 05:46PM",Motion Sensor
Movement,"October 20, 2016 at 05:46PM",Motion Sensor
Movement,"October 20, 2016 at 05:47PM",Motion Sensor
Movement,"October 20, 2016 at 05:47PM",Motion Sensor
Open,"October 20, 2016 at 05:48PM",Wireless Lab door
Closed,"October 20, 2016 at 05:48PM",Wireless Lab door
Movement,"October 20, 2016 at 05:49PM",Motion Sensor
Movement,"October 20, 2016 at 05:49PM",Motion Sensor
Open,"October 20, 2016 at 05:49PM",Wireless Lab door
Closed,"October 20, 2016 at 05:49PM",Wireless Lab door
Open,"October 20, 2016 at 05:52PM",Wireless Lab door
Movement,"October 20, 2016 at 05:53PM",Motion Sensor
Closed,"October 20, 2016 at 05:53PM",Wireless Lab door
Movement,"October 20, 2016 at 05:53PM",Motion Sensor
Movement,"October 20, 2016 at 05:54PM",Motion Sensor
Movement,"October 20, 2016 at 05:54PM",Motion Sensor
Movement,"October 20, 2016 at 05:55PM",Motion Sensor
Movement,"October 20, 2016 at 05:55PM",Motion Sensor
Movement,"October 20, 2016 at 05:56PM",Motion Sensor
Movement,"October 20, 2016 at 05:56PM",Motion Sensor
Movement,"October 20, 2016 at 05:57PM",Motion Sensor
Movement,"October 20, 2016 at 05:58PM",Motion Sensor
Movement,"October 20, 2016 at 05:58PM",Motion Sensor
Movement,"October 20, 2016 at 05:58PM",Motion Sensor
Open,"October 20, 2016 at 05:59PM",Wireless Lab door
Closed,"October 20, 2016 at 05:59PM",Wireless Lab door
Movement,"October 20, 2016 at 05:59PM",Motion Sensor
Movement,"October 20, 2016 at 05:59PM",Motion Sensor
Movement,"October 20, 2016 at 06:00PM",Motion Sensor
Movement,"October 20, 2016 at 06:00PM",Motion Sensor
Open,"October 20, 2016 at 06:01PM",Wireless Lab door
Closed,"October 20, 2016 at 06:01PM",Wireless Lab door
Movement,"October 20, 2016 at 08:42PM",Motion Sensor
Movement,"October 20, 2016 at 08:44PM",Motion Sensor
Movement,"October 20, 2016 at 08:47PM",Motion Sensor
Movement,"October 20, 2016 at 08:48PM",Motion Sensor
Movement,"October 20, 2016 at 08:52PM",Motion Sensor
Movement,"October 20, 2016 at 08:58PM",Motion Sensor
Movement,"October 20, 2016 at 08:59PM",Motion Sensor
Movement,"October 20, 2016 at 09:00PM",Motion Sensor
Movement,"October 20, 2016 at 09:01PM",Motion Sensor
Movement,"October 20, 2016 at 09:02PM",Motion Sensor
Movement,"October 20, 2016 at 09:02PM",Motion Sensor
Movement,"October 20, 2016 at 09:03PM",Motion Sensor
Movement,"October 20, 2016 at 09:03PM",Motion Sensor
Movement,"October 20, 2016 at 09:19PM",Motion Sensor
Movement,"October 20, 2016 at 09:27PM",Motion Sensor
Movement,"October 20, 2016 at 09:28PM",Motion Sensor
Movement,"October 20, 2016 at 09:32PM",Motion Sensor
Movement,"October 20, 2016 at 09:33PM",Motion Sensor
Movement,"October 20, 2016 at 09:35PM",Motion Sensor
Movement,"October 20, 2016 at 09:38PM",Motion Sensor
Movement,"October 20, 2016 at 09:43PM",Motion Sensor
Movement,"October 20, 2016 at 09:46PM",Motion Sensor
Movement,"October 20, 2016 at 09:48PM",Motion Sensor
Movement,"October 20, 2016 at 09:50PM",Motion Sensor
Movement,"October 20, 2016 at 09:51PM",Motion Sensor
Movement,"October 20, 2016 at 09:52PM",Motion Sensor
Movement,"October 20, 2016 at 09:54PM",Motion Sensor
Movement,"October 20, 2016 at 09:54PM",Motion Sensor
Closed,"October 20, 2016 at 09:54PM",Wireless Lab door
Movement,"October 20, 2016 at 09:55PM",Motion Sensor
Movement,"October 20, 2016 at 09:57PM",Motion Sensor
Movement,"October 20, 2016 at 09:57PM",Motion Sensor
Movement,"October 20, 2016 at 09:58PM",Motion Sensor
Movement,"October 20, 2016 at 09:58PM",Motion Sensor
Movement,"October 20, 2016 at 09:59PM",Motion Sensor
Movement,"October 20, 2016 at 09:59PM",Motion Sensor
Movement,"October 20, 2016 at 09:59PM",Motion Sensor
Movement,"October 20, 2016 at 09:59PM",Motion Sensor
Movement,"October 20, 2016 at 10:00PM",Motion Sensor
Movement,"October 20, 2016 at 10:01PM",Motion Sensor
Movement,"October 20, 2016 at 10:02PM",Motion Sensor
Movement,"October 20, 2016 at 10:02PM",Motion Sensor
Movement,"October 20, 2016 at 10:03PM",Motion Sensor
Movement,"October 20, 2016 at 10:03PM",Motion Sensor
Movement,"October 20, 2016 at 10:03PM",Motion Sensor
Movement,"October 20, 2016 at 10:04PM",Motion Sensor
Movement,"October 20, 2016 at 10:04PM",Motion Sensor
Movement,"October 20, 2016 at 10:04PM",Motion Sensor
Movement,"October 20, 2016 at 10:06PM",Motion Sensor
Movement,"October 20, 2016 at 10:07PM",Motion Sensor
Movement,"October 20, 2016 at 10:08PM",Motion Sensor
Movement,"October 20, 2016 at 10:09PM",Motion Sensor
Movement,"October 20, 2016 at 10:09PM",Motion Sensor
Movement,"October 20, 2016 at 10:10PM",Motion Sensor
Movement,"October 20, 2016 at 10:11PM",Motion Sensor
Movement,"October 20, 2016 at 10:12PM",Motion Sensor
Movement,"October 20, 2016 at 10:13PM",Motion Sensor
Movement,"October 20, 2016 at 10:13PM",Motion Sensor
Movement,"October 20, 2016 at 10:13PM",Motion Sensor
Movement,"October 20, 2016 at 10:14PM",Motion Sensor
Movement,"October 20, 2016 at 10:15PM",Motion Sensor
Movement,"October 20, 2016 at 10:15PM",Motion Sensor
Movement,"October 20, 2016 at 10:16PM",Motion Sensor
Movement,"October 20, 2016 at 10:16PM",Motion Sensor
Movement,"October 20, 2016 at 10:16PM",Motion Sensor
Movement,"October 20, 2016 at 10:17PM",Motion Sensor
Open,"October 20, 2016 at 10:18PM",Wireless Lab door
Closed,"October 20, 2016 at 10:18PM",Wireless Lab door
Open,"October 21, 2016 at 04:13AM",Wireless Lab door
Closed,"October 21, 2016 at 04:13AM",Wireless Lab door
Open,"October 21, 2016 at 11:44AM",Wireless Lab door
Movement,"October 21, 2016 at 11:44AM",Motion Sensor
Closed,"October 21, 2016 at 11:44AM",Wireless Lab door
Movement,"October 21, 2016 at 11:44AM",Motion Sensor
Open,"October 21, 2016 at 11:44AM",Wireless Lab door
Closed,"October 21, 2016 at 11:44AM",Wireless Lab door
Open,"October 21, 2016 at 12:15PM",Wireless Lab door
Movement,"October 21, 2016 at 12:15PM",Motion Sensor
Closed,"October 21, 2016 at 12:15PM",Wireless Lab door
Movement,"October 21, 2016 at 12:16PM",Motion Sensor
Movement,"October 21, 2016 at 12:17PM",Motion Sensor
Movement,"October 21, 2016 at 12:17PM",Motion Sensor
Movement,"October 21, 2016 at 12:18PM",Motion Sensor
Movement,"October 21, 2016 at 12:19PM",Motion Sensor
Movement,"October 21, 2016 at 12:20PM",Motion Sensor
Movement,"October 21, 2016 at 12:20PM",Motion Sensor
Movement,"October 21, 2016 at 12:25PM",Motion Sensor
Movement,"October 21, 2016 at 12:25PM",Motion Sensor
Movement,"October 21, 2016 at 12:26PM",Motion Sensor
Movement,"October 21, 2016 at 12:26PM",Motion Sensor
Movement,"October 21, 2016 at 12:27PM",Motion Sensor
Movement,"October 21, 2016 at 12:27PM",Motion Sensor
Movement,"October 21, 2016 at 12:28PM",Motion Sensor
Movement,"October 21, 2016 at 12:31PM",Motion Sensor
Movement,"October 21, 2016 at 12:32PM",Motion Sensor
Movement,"October 21, 2016 at 12:33PM",Motion Sensor
Movement,"October 21, 2016 at 12:33PM",Motion Sensor
Movement,"October 21, 2016 at 12:34PM",Motion Sensor
Movement,"October 21, 2016 at 12:35PM",Motion Sensor
Movement,"October 21, 2016 at 12:36PM",Motion Sensor
Movement,"October 21, 2016 at 12:36PM",Motion Sensor
Movement,"October 21, 2016 at 12:37PM",Motion Sensor
Movement,"October 21, 2016 at 12:39PM",Motion Sensor
Movement,"October 21, 2016 at 12:45PM",Motion Sensor
Movement,"October 21, 2016 at 12:46PM",Motion Sensor
Movement,"October 21, 2016 at 12:48PM",Motion Sensor
Closed,"October 21, 2016 at 12:48PM",Wireless Lab door
Open,"October 21, 2016 at 12:48PM",Wireless Lab door
Closed,"October 21, 2016 at 12:48PM",Wireless Lab door
Movement,"October 21, 2016 at 12:54PM",Motion Sensor
Closed,"October 21, 2016 at 12:54PM",Wireless Lab door
Movement,"October 21, 2016 at 12:55PM",Motion Sensor
Movement,"October 21, 2016 at 12:55PM",Motion Sensor
Movement,"October 21, 2016 at 12:55PM",Motion Sensor
Movement,"October 21, 2016 at 12:56PM",Motion Sensor
Movement,"October 21, 2016 at 12:56PM",Motion Sensor
Movement,"October 21, 2016 at 12:57PM",Motion Sensor
Movement,"October 21, 2016 at 12:58PM",Motion Sensor
Movement,"October 21, 2016 at 01:00PM",Motion Sensor
Movement,"October 21, 2016 at 01:01PM",Motion Sensor
Movement,"October 21, 2016 at 01:02PM",Motion Sensor
Movement,"October 21, 2016 at 01:02PM",Motion Sensor
Movement,"October 21, 2016 at 01:03PM",Motion Sensor
Movement,"October 21, 2016 at 01:05PM",Motion Sensor
